order_id;client_id;order_date;delivery_zone;delivery_cost;order_sum;payment_type;status
1150;26;2026-03-24;САО;403;635;наличные;доставлен
1151;97;2026-03-19;САО;243;707;наличные;доставлен
1152;190;2026-02-03;ЗАО;202;477;карта;доставлен
1153;111;2026-04-05;ВАО;252;236;наличные;доставлен
1154;154;2025-11-29;ЮАО;398;474;наличные;доставлен
1155;176;2026-01-25;САО;337;746;наличные;доставлен
1156;20;2026-01-05;ЗАО;300;711;наличные;отменён
1157;85;2026-03-27;ЗАО;353;640;карта;доставлен
1158;75;2026-05-18;ВАО;392;563;наличные;доставлен
1159;47;2025-01-28;ЮАО;424;466;карта;отменён
1160;65;2025-06-07;ЮАО;429;1008;карта;доставлен
1161;164;2025-03-29;ЦАО;285;833;наличные;доставлен
1162;57;2026-06-07;ВАО;428;836;карта;доставлен
1163;76;2026-03-02;ЦАО;378;766;карта;доставлен
1164;25;2026-03-25;ЮАО;222;264;наличные;доставлен
1165;190;2025-09-07;ВАО;369;1014;карта;доставлен
1166;102;2025-01-30;ВАО;419;911;наличные;отменён
1167;48;2026-01-10;ЗАО;334;815;карта;доставлен
1168;91;2026-04-14;ВАО;243;307;наличные;доставлен
1169;96;2025-05-25;ВАО;494;1065;карта;доставлен
1170;143;2025-06-20;ЮАО;361;927;карта;доставлен
1171;144;2026-06-02;ЮАО;412;685;наличные;доставлен
1172;9;2025-10-09;САО;434;926;карта;доставлен
1173;139;2025-02-12;ЮАО;252;364;наличные;доставлен
1174;113;2025-05-01;САО;419;535;наличные;доставлен
1175;90;2026-06-30;ЗАО;365;279;карта;доставлен
1176;71;2025-05-10;САО;326;957;наличные;доставлен
1177;163;2025-04-06;ЮАО;388;606;наличные;доставлен
1178;17;2026-02-12;САО;453;565;карта;возврат
1179;125;2025-12-18;ЦАО;208;545;наличные;доставлен
1180;52;2025-05-16;ЗАО;247;314;наличные;доставлен
1181;186;2025-08-28;ЮАО;200;372;карта;доставлен
1182;175;2026-04-01;ЦАО;261;1171;наличные;доставлен
1183;27;2025-11-17;ЗАО;395;646;карта;отменён
1184;167;2025-06-18;ЮАО;277;620;карта;доставлен
1185;187;2026-01-29;ЗАО;271;227;наличные;возврат
1186;185;2025-10-19;ЦАО;305;1111;наличные;доставлен
1187;127;2026-01-31;ЦАО;470;292;карта;доставлен
1188;108;2026-01-10;ВАО;237;144;наличные;доставлен
1189;11;2025-03-03;ЮАО;416;1017;наличные;доставлен
1190;53;2025-06-09;ВАО;358;891;карта;доставлен
1191;156;2025-02-26;ЗАО;261;325;карта;доставлен
1192;134;2026-06-14;ЗАО;337;260;карта;доставлен
1193;17;2025-09-27;ВАО;433;689;наличные;доставлен
1194;198;2025-04-16;ВАО;316;1095;карта;доставлен
1195;46;2025-02-06;ВАО;314;478;наличные;доставлен
1196;31;2026-05-30;ЦАО;405;394;карта;доставлен
1197;23;2026-04-13;ЦАО;488;668;наличные;доставлен
1198;188;2025-09-09;САО;212;484;наличные;доставлен
1199;189;2025-11-11;ЦАО;414;586;карта;доставлен
1200;180;2026-01-17;ЮАО;497;418;карта;возврат
1201;152;2025-03-05;ЮАО;321;432;карта;доставлен
1202;60;2025-03-18;САО;279;550;карта;доставлен
1203;31;2026-01-02;САО;335;135;наличные;доставлен
1204;11;2025-08-09;ЗАО;382;893;карта;доставлен
1205;143;2025-09-13;ЦАО;262;202;карта;доставлен
1206;96;2025-03-28;ВАО;211;347;карта;доставлен
1207;32;2025-02-13;ЮАО;402;765;наличные;доставлен
1208;72;2026-04-02;САО;351;823;карта;доставлен
1209;108;2025-07-24;ВАО;395;886;карта;доставлен
1210;100;2025-10-04;САО;215;768;карта;доставлен
1211;64;2025-09-04;ЗАО;312;867;карта;доставлен
1212;152;2025-01-29;ЗАО;488;758;карта;отменён
1213;24;2025-02-27;САО;469;495;карта;доставлен
1214;83;2025-03-02;ЦАО;256;837;карта;доставлен
1215;78;2025-11-27;САО;449;914;наличные;возврат
1216;97;2025-11-11;ЗАО;493;726;карта;доставлен
1217;27;2026-05-24;САО;321;676;карта;доставлен
1218;54;2025-09-13;ЦАО;200;314;карта;доставлен
1219;106;2026-05-20;ЮАО;251;937;наличные;доставлен
1220;82;2025-09-25;ЦАО;392;452;карта;доставлен
1221;124;2025-02-01;ЮАО;422;313;карта;отменён
1222;179;2025-09-29;ЗАО;225;792;карта;доставлен
1223;23;2025-10-29;ВАО;213;406;карта;доставлен
1224;102;2026-04-28;ЮАО;246;1105;наличные;отменён
1225;113;2026-04-22;ЗАО;488;369;наличные;доставлен
1226;139;2026-02-28;ВАО;398;1033;карта;доставлен
1227;183;2025-02-05;ВАО;261;738;карта;доставлен
1228;21;2026-03-22;САО;332;539;карта;возврат
1229;71;2026-06-17;ЮАО;500;1145;карта;отменён
1230;28;2025-04-14;ЗАО;410;709;наличные;отменён
1231;37;2026-02-16;ЦАО;321;387;наличные;доставлен
1232;78;2025-11-15;ЗАО;316;459;карта;доставлен
1233;155;2025-04-02;САО;448;1398;наличные;доставлен
1234;146;2025-01-30;САО;229;364;карта;доставлен
1235;71;2026-01-13;ЮАО;215;608;карта;доставлен
1236;142;2025-12-25;ЗАО;246;372;наличные;доставлен
1237;166;2025-08-19;САО;462;331;наличные;доставлен
1238;154;2025-01-09;САО;340;901;наличные;доставлен
1239;160;2026-02-11;ВАО;487;970;наличные;доставлен
1240;164;2025-11-29;ЗАО;296;499;наличные;доставлен
1241;175;2025-05-24;ЦАО;332;626;наличные;доставлен
1242;176;2026-05-03;ЗАО;485;341;карта;доставлен
1243;186;2025-07-07;ЗАО;381;304;карта;доставлен
1244;76;2026-04-20;ЦАО;441;600;карта;доставлен
1245;14;2025-06-04;САО;409;992;наличные;возврат
1246;86;2025-07-01;ЗАО;431;1040;карта;доставлен
1247;158;2026-03-21;ЮАО;396;362;наличные;доставлен
1248;4;2025-11-26;ВАО;327;241;карта;доставлен
1249;151;2025-11-10;САО;352;952;карта;доставлен
1250;126;2026-01-03;САО;209;548;наличные;доставлен
1251;130;2025-06-23;ЦАО;392;604;карта;доставлен
1252;177;2025-04-29;ЮАО;480;694;карта;доставлен
1253;170;2026-06-17;ЗАО;414;410;карта;доставлен
1254;128;2025-07-23;ВАО;467;371;наличные;доставлен
1255;128;2025-08-01;ЮАО;206;348;карта;доставлен
1256;24;2026-06-08;ЦАО;331;430;карта;доставлен
1257;45;2025-02-10;ЗАО;418;78;наличные;доставлен
1258;85;2026-01-02;ЮАО;247;710;наличные;возврат
1259;99;2026-05-05;ЮАО;257;462;карта;доставлен
1260;146;2026-03-25;САО;214;417;наличные;доставлен
1261;17;2025-09-25;ЗАО;373;1002;карта;доставлен
1262;39;2025-02-25;ЦАО;458;966;карта;доставлен
1263;72;2025-02-21;ВАО;406;532;наличные;доставлен
1264;128;2026-04-03;ЗАО;209;301;наличные;доставлен
1265;1;2025-04-04;ВАО;460;1023;наличные;возврат
1266;197;2026-04-30;ЗАО;249;400;карта;доставлен
1267;134;2026-01-18;ЦАО;452;275;карта;доставлен
1268;31;2026-02-07;САО;373;113;карта;доставлен
1269;32;2026-04-07;ЮАО;455;374;карта;доставлен
1270;124;2026-06-05;САО;265;254;карта;доставлен
1271;156;2025-09-12;ЗАО;350;827;наличные;доставлен
1272;81;2025-08-11;САО;376;947;наличные;доставлен
1273;182;2025-04-29;ЗАО;473;246;наличные;доставлен
1274;172;2025-02-27;САО;346;558;карта;доставлен
1275;92;2026-04-09;ЦАО;487;669;карта;доставлен
1276;176;2025-11-17;ВАО;303;914;наличные;доставлен
1277;199;2025-07-18;ЗАО;295;598;карта;доставлен
1278;143;2025-09-28;САО;202;737;наличные;доставлен
1279;199;2025-11-05;ЮАО;237;1056;наличные;доставлен
1280;107;2026-02-18;ЦАО;369;566;карта;доставлен
1281;30;2025-12-21;ЮАО;220;386;карта;доставлен
1282;7;2026-06-14;ЗАО;449;143;наличные;доставлен
1283;25;2025-06-21;ВАО;307;250;карта;доставлен
1284;166;2025-03-15;САО;219;82;наличные;доставлен
1285;19;2025-08-22;ЗАО;407;479;наличные;доставлен
1286;17;2025-02-16;ЦАО;348;434;карта;доставлен
1287;122;2025-06-10;ВАО;479;500;наличные;доставлен
1288;32;2025-02-12;ЦАО;475;616;наличные;доставлен
1289;37;2025-06-14;САО;299;610;наличные;доставлен
1290;166;2025-03-16;ЗАО;250;529;наличные;доставлен
1291;26;2025-10-19;ВАО;362;1074;карта;доставлен
1292;94;2025-11-20;ЮАО;326;319;наличные;доставлен
1293;123;2026-04-19;ЮАО;449;996;наличные;доставлен
1294;188;2025-03-20;ЦАО;497;942;карта;отменён
1295;94;2026-02-06;САО;268;821;наличные;отменён
1296;158;2025-06-19;ВАО;291;1231;карта;доставлен
1297;17;2025-09-28;ЗАО;465;713;карта;доставлен
1298;27;2026-06-18;ЗАО;496;957;наличные;доставлен
1299;133;2025-09-15;ЮАО;464;826;карта;возврат
1300;36;2026-03-27;САО;308;615;наличные;доставлен
1301;170;2025-08-24;ЮАО;446;1030;карта;доставлен
1302;33;2025-06-14;САО;493;541;карта;доставлен
1303;154;2025-01-20;ЗАО;429;928;карта;отменён
1304;160;2026-06-08;ЗАО;432;692;наличные;доставлен
1305;134;2026-06-01;ЮАО;290;850;карта;доставлен
1306;139;2025-01-02;ЮАО;222;1099;наличные;доставлен
1307;26;2026-03-12;САО;242;681;карта;доставлен
1308;148;2026-06-20;ЦАО;305;354;наличные;доставлен
1309;65;2025-09-25;ВАО;341;704;наличные;доставлен
1310;65;2025-11-11;ВАО;270;348;наличные;доставлен
1311;26;2025-08-08;ВАО;481;785;наличные;доставлен
1312;112;2025-04-01;ЦАО;240;970;наличные;доставлен
1313;15;2025-06-29;ЮАО;465;405;карта;доставлен
1314;62;2025-01-01;САО;404;585;наличные;доставлен
1315;24;2025-10-19;ВАО;377;686;наличные;отменён
1316;45;2026-02-21;ВАО;457;505;карта;доставлен
1317;178;2026-03-30;ЮАО;373;931;карта;доставлен
1318;174;2025-08-24;ЗАО;464;888;наличные;доставлен
1319;20;2025-07-02;ЮАО;493;792;карта;доставлен
1320;68;2025-07-31;САО;382;205;карта;доставлен
1321;158;2025-01-07;ВАО;390;861;наличные;возврат
1322;193;2025-05-12;ЦАО;444;1028;наличные;доставлен
1323;118;2025-11-20;ЦАО;394;995;карта;доставлен
1324;69;2026-04-28;ВАО;455;865;карта;доставлен
1325;147;2025-05-15;ВАО;338;635;карта;доставлен
1326;122;2025-01-10;САО;464;1385;карта;доставлен
1327;177;2025-06-17;ЦАО;443;421;наличные;доставлен
1328;144;2025-09-21;ЗАО;379;1311;карта;доставлен
1329;125;2026-04-03;ЦАО;437;665;наличные;доставлен
1330;104;2025-03-15;ЦАО;360;383;карта;доставлен
1331;134;2026-04-07;ЮАО;264;207;карта;доставлен
1332;25;2025-03-07;ЮАО;403;853;карта;доставлен
1333;59;2025-09-11;ЗАО;267;1165;карта;доставлен
1334;70;2026-04-01;САО;433;1201;карта;возврат
1335;79;2026-01-10;ЮАО;205;419;наличные;доставлен
1336;137;2025-01-09;ЮАО;353;239;наличные;отменён
1337;141;2026-01-18;САО;402;603;наличные;доставлен
1338;109;2025-09-03;ВАО;345;787;наличные;доставлен
1339;164;2026-04-12;ВАО;296;792;наличные;доставлен
1340;73;2025-10-03;САО;319;327;карта;доставлен
1341;108;2025-11-16;ЮАО;216;600;наличные;возврат
1342;140;2026-04-27;САО;395;182;наличные;доставлен
1343;189;2025-02-04;САО;466;499;карта;доставлен
1344;191;2026-06-18;ЦАО;301;384;наличные;доставлен
1345;4;2025-06-21;ЗАО;324;386;наличные;доставлен
1346;177;2025-06-08;ЗАО;280;706;карта;доставлен
1347;28;2025-05-09;ЮАО;424;362;наличные;доставлен
1348;11;2026-05-12;ЮАО;297;1399;наличные;доставлен
1349;42;2025-03-12;ВАО;334;928;наличные;доставлен
1350;5;2026-01-08;ВАО;475;1092;карта;доставлен
1351;83;2026-02-24;ЗАО;222;512;карта;доставлен
1352;26;2025-02-02;ВАО;450;655;наличные;доставлен
1353;21;2026-04-25;ЦАО;388;246;наличные;доставлен
1354;78;2025-03-21;САО;251;537;карта;возврат
1355;146;2025-07-03;ВАО;254;706;наличные;доставлен
1356;87;2025-06-11;ВАО;380;801;наличные;возврат
1357;186;2025-11-28;ВАО;392;635;карта;доставлен
1358;153;2025-01-17;ВАО;203;371;наличные;доставлен
1359;142;2026-06-08;ВАО;248;432;карта;доставлен
1360;94;2025-09-13;САО;247;962;наличные;доставлен
1361;25;2025-11-04;ЦАО;240;308;наличные;доставлен
1362;198;2025-08-21;ВАО;227;845;наличные;отменён
1363;129;2025-08-15;САО;428;1033;наличные;доставлен
1364;34;2025-12-11;ЦАО;480;522;карта;доставлен
1365;196;2025-05-19;ЮАО;402;860;наличные;доставлен
1366;176;2025-04-02;ЦАО;387;612;наличные;доставлен
1367;90;2026-03-29;ВАО;319;493;карта;доставлен
1368;63;2025-06-01;ЗАО;356;799;карта;доставлен
1369;134;2025-09-22;ВАО;209;956;карта;доставлен
1370;179;2025-10-05;ЦАО;234;468;карта;доставлен
1371;98;2026-06-05;ЦАО;472;421;наличные;отменён
1372;183;2025-01-23;ЦАО;370;1029;наличные;доставлен
1373;61;2026-05-29;ЗАО;398;493;наличные;доставлен
1374;101;2025-05-21;ЦАО;413;648;карта;доставлен
1375;115;2025-05-15;САО;270;834;карта;доставлен
1376;82;2025-03-11;ВАО;294;750;карта;доставлен
1377;191;2025-10-08;САО;267;424;карта;доставлен
1378;60;2025-08-25;ЦАО;268;916;наличные;доставлен
1379;50;2025-08-20;ЦАО;338;759;карта;доставлен
1380;177;2025-11-29;ЮАО;407;304;наличные;отменён
1381;157;2026-06-22;ЦАО;433;385;наличные;доставлен
1382;143;2026-02-01;ВАО;297;531;карта;доставлен
1383;76;2025-02-25;ВАО;431;407;наличные;отменён
1384;35;2026-02-07;ЮАО;291;697;карта;доставлен
1385;184;2025-05-07;ЦАО;385;546;наличные;доставлен
1386;41;2026-01-23;ВАО;371;991;карта;доставлен
1387;187;2026-04-02;ЗАО;267;140;карта;доставлен
1388;140;2025-01-06;ВАО;311;662;карта;отменён
1389;159;2025-08-01;ЦАО;378;336;карта;доставлен
1390;77;2025-12-06;ЦАО;291;485;наличные;доставлен
1391;93;2025-02-06;ЦАО;388;816;наличные;доставлен
1392;85;2026-06-24;ЮАО;229;380;карта;доставлен
1393;181;2025-10-22;ЮАО;332;949;наличные;доставлен
1394;127;2025-07-04;ВАО;299;67;наличные;доставлен
1395;189;2025-08-01;ВАО;223;605;наличные;возврат
1396;66;2025-03-11;ЗАО;203;304;наличные;доставлен
1397;158;2025-01-30;САО;445;949;наличные;доставлен
1398;106;2025-02-27;ВАО;484;782;наличные;доставлен
1399;87;2026-01-20;ВАО;295;708;наличные;доставлен
1400;61;2026-01-16;ЮАО;310;962;наличные;доставлен
1401;7;2026-05-10;ВАО;447;938;наличные;доставлен
1402;186;2025-02-07;ЮАО;202;513;карта;доставлен
1403;197;2025-11-16;ЦАО;307;416;наличные;доставлен
1404;172;2025-05-01;ЗАО;258;396;наличные;доставлен
1405;139;2025-12-25;ВАО;345;1063;карта;доставлен
1406;34;2025-01-30;ЮАО;254;445;карта;отменён
1407;162;2026-04-02;ВАО;301;1083;наличные;доставлен
1408;176;2026-04-22;ЮАО;273;839;карта;доставлен
1409;125;2025-01-31;ЦАО;445;1139;наличные;доставлен
1410;104;2025-04-20;ЗАО;354;914;карта;доставлен
1411;99;2025-03-09;ЗАО;422;804;наличные;доставлен
1412;125;2025-04-28;ВАО;484;340;наличные;доставлен
1413;154;2025-04-22;ВАО;367;425;наличные;доставлен
1414;194;2025-05-31;САО;399;827;наличные;доставлен
1415;112;2025-12-19;ЦАО;265;329;наличные;доставлен
1416;29;2025-10-16;ЦАО;362;703;наличные;доставлен
1417;36;2025-07-12;ВАО;413;433;наличные;доставлен
1418;37;2026-05-14;ЮАО;243;557;карта;возврат
1419;131;2026-03-11;ВАО;381;413;наличные;доставлен
1420;183;2026-05-29;ЗАО;217;357;наличные;доставлен
1421;149;2026-05-09;ЦАО;438;924;наличные;доставлен
1422;149;2025-11-16;ВАО;473;482;наличные;доставлен
1423;188;2025-12-06;ЮАО;348;422;наличные;доставлен
1424;149;2025-06-23;ВАО;213;883;наличные;доставлен
1425;34;2025-10-15;ЗАО;257;1218;карта;отменён
1426;125;2025-07-05;ВАО;243;683;наличные;отменён
1427;61;2026-03-27;САО;227;701;наличные;доставлен
1428;122;2026-06-30;САО;442;766;наличные;доставлен
1429;174;2025-11-20;ВАО;249;1071;карта;доставлен
1430;101;2026-04-18;САО;466;543;карта;доставлен
1431;26;2026-06-22;ЦАО;312;266;наличные;доставлен
1432;153;2025-08-11;ВАО;244;833;карта;доставлен
1433;170;2025-03-19;ЮАО;418;561;наличные;отменён
1434;100;2025-12-07;ЦАО;291;671;наличные;доставлен
1435;28;2025-05-28;ВАО;254;475;карта;доставлен
1436;199;2026-04-02;ЦАО;200;226;карта;отменён
1437;101;2025-01-04;ВАО;444;550;наличные;доставлен
1438;146;2026-01-03;ЗАО;228;403;наличные;доставлен
1439;195;2025-10-24;САО;396;189;карта;доставлен
1440;125;2025-03-28;ЮАО;218;459;карта;доставлен
1441;165;2025-11-12;ЮАО;208;158;наличные;доставлен
1442;104;2025-05-02;САО;474;266;наличные;доставлен
1443;126;2025-01-20;ЮАО;324;434;карта;отменён
1444;157;2025-06-24;ВАО;258;478;карта;доставлен
1445;84;2025-05-04;ВАО;309;198;наличные;доставлен
1446;71;2025-05-25;ЮАО;483;667;наличные;доставлен
1447;162;2026-01-21;САО;241;180;наличные;доставлен
1448;73;2026-03-03;ЮАО;273;812;карта;доставлен
1449;153;2025-07-04;ЮАО;354;397;карта;доставлен
1450;159;2026-01-06;ВАО;306;340;наличные;доставлен
1451;46;2025-06-13;ЦАО;345;306;наличные;доставлен
1452;27;2025-02-23;ВАО;448;961;карта;доставлен
1453;192;2025-11-30;САО;316;331;наличные;доставлен
1454;19;2026-04-28;ВАО;274;451;наличные;доставлен
1455;118;2025-07-18;ЗАО;371;342;карта;возврат
1456;118;2026-03-05;САО;351;1156;карта;доставлен
1457;122;2026-04-19;ЗАО;326;516;наличные;доставлен
1458;147;2025-01-06;ЮАО;440;829;карта;возврат
1459;22;2025-01-13;ЮАО;383;509;карта;отменён
1460;181;2026-04-16;ВАО;432;1059;карта;доставлен
1461;161;2025-03-14;ЮАО;471;263;наличные;отменён
1462;139;2025-08-01;ЦАО;228;952;наличные;доставлен
1463;94;2025-06-29;ВАО;270;769;карта;доставлен
1464;193;2025-08-19;ЗАО;457;685;наличные;доставлен
1465;135;2025-05-06;ЮАО;431;685;наличные;доставлен
1466;20;2025-04-22;САО;454;481;карта;доставлен
1467;34;2026-05-01;ЗАО;349;262;карта;доставлен
1468;106;2025-12-18;ЗАО;434;562;наличные;доставлен
