client_id;channel;month;spend
20;email;2025-01-01;0
20;email;2025-01-31;0
20;push;2025-03-02;200
20;push;2025-04-01;0
20;email;2025-05-01;150
20;sms;2025-05-31;200
21;email;2025-01-01;0
21;push;2025-01-31;0
21;email;2025-03-02;0
21;push;2025-04-01;200
21;social;2025-05-01;200
21;push;2025-05-31;80
22;email;2025-01-01;0
22;email;2025-01-31;0
22;sms;2025-03-02;80
22;push;2025-04-01;0
22;email;2025-05-01;0
22;push;2025-05-31;100
23;push;2025-01-01;50
23;organic;2025-01-31;0
23;sms;2025-03-02;150
23;email;2025-04-01;0
23;sms;2025-05-01;100
23;email;2025-05-31;100
24;social;2025-01-01;0
24;push;2025-01-31;0
24;email;2025-03-02;50
24;social;2025-04-01;100
24;organic;2025-05-01;100
24;push;2025-05-31;0
25;sms;2025-01-01;80
25;push;2025-01-31;100
25;organic;2025-03-02;100
25;push;2025-04-01;150
25;email;2025-05-01;200
25;push;2025-05-31;0
26;sms;2025-01-01;100
26;organic;2025-01-31;0
26;email;2025-03-02;200
26;organic;2025-04-01;0
26;email;2025-05-01;200
26;social;2025-05-31;80
27;social;2025-01-01;0
27;sms;2025-01-31;0
27;organic;2025-03-02;0
27;social;2025-04-01;0
27;push;2025-05-01;50
27;organic;2025-05-31;100
28;email;2025-01-01;50
28;sms;2025-01-31;0
28;email;2025-03-02;80
28;social;2025-04-01;200
28;push;2025-05-01;200
28;sms;2025-05-31;0
29;social;2025-01-01;0
29;social;2025-01-31;0
29;push;2025-03-02;200
29;sms;2025-04-01;200
29;sms;2025-05-01;100
29;email;2025-05-31;100
30;push;2025-01-01;0
30;organic;2025-01-31;200
30;social;2025-03-02;80
30;organic;2025-04-01;150
30;email;2025-05-01;80
30;sms;2025-05-31;0
31;push;2025-01-01;100
31;social;2025-01-31;0
31;sms;2025-03-02;0
31;email;2025-04-01;0
31;organic;2025-05-01;50
31;email;2025-05-31;0
32;social;2025-01-01;150
32;push;2025-01-31;80
32;email;2025-03-02;0
32;organic;2025-04-01;0
32;push;2025-05-01;0
32;push;2025-05-31;0
33;organic;2025-01-01;100
33;organic;2025-01-31;0
33;push;2025-03-02;100
33;organic;2025-04-01;100
33;push;2025-05-01;80
33;social;2025-05-31;80
34;push;2025-01-01;50
34;social;2025-01-31;0
34;email;2025-03-02;0
34;email;2025-04-01;150
34;sms;2025-05-01;100
34;push;2025-05-31;0
35;push;2025-01-01;0
35;organic;2025-01-31;0
35;organic;2025-03-02;0
35;sms;2025-04-01;150
35;push;2025-05-01;100
35;social;2025-05-31;80
36;email;2025-01-01;80
36;social;2025-01-31;200
36;social;2025-03-02;0
36;email;2025-04-01;100
36;push;2025-05-01;80
36;sms;2025-05-31;100
37;email;2025-01-01;0
37;email;2025-01-31;80
37;push;2025-03-02;80
37;sms;2025-04-01;80
37;email;2025-05-01;80
37;email;2025-05-31;100
38;email;2025-01-01;150
38;push;2025-01-31;200
38;social;2025-03-02;100
38;organic;2025-04-01;0
38;organic;2025-05-01;200
38;organic;2025-05-31;0
39;sms;2025-01-01;100
39;social;2025-01-31;50
39;email;2025-03-02;80
39;email;2025-04-01;150
39;email;2025-05-01;0
39;push;2025-05-31;0
40;push;2025-01-01;50
40;email;2025-01-31;100
40;sms;2025-03-02;50
40;sms;2025-04-01;80
40;organic;2025-05-01;0
40;push;2025-05-31;0
41;organic;2025-01-01;0
41;push;2025-01-31;80
41;social;2025-03-02;100
41;push;2025-04-01;0
41;email;2025-05-01;150
41;organic;2025-05-31;50
42;email;2025-01-01;0
42;push;2025-01-31;0
42;social;2025-03-02;100
42;email;2025-04-01;0
42;social;2025-05-01;0
42;sms;2025-05-31;100
43;push;2025-01-01;0
43;email;2025-01-31;100
43;sms;2025-03-02;0
43;push;2025-04-01;0
43;push;2025-05-01;100
43;push;2025-05-31;50
44;sms;2025-01-01;200
44;sms;2025-01-31;80
44;push;2025-03-02;80
44;email;2025-04-01;0
44;push;2025-05-01;0
44;sms;2025-05-31;100
45;email;2025-01-01;0
45;organic;2025-01-31;0
45;sms;2025-03-02;150
45;social;2025-04-01;200
45;organic;2025-05-01;80
45;push;2025-05-31;50
46;sms;2025-01-01;80
46;sms;2025-01-31;50
46;social;2025-03-02;0
46;push;2025-04-01;100
46;organic;2025-05-01;200
46;push;2025-05-31;0
47;organic;2025-01-01;0
47;email;2025-01-31;50
47;organic;2025-03-02;50
47;sms;2025-04-01;0
47;sms;2025-05-01;50
47;push;2025-05-31;0
48;organic;2025-01-01;0
48;organic;2025-01-31;50
48;email;2025-03-02;0
48;social;2025-04-01;80
48;sms;2025-05-01;100
48;email;2025-05-31;0
49;push;2025-01-01;0
49;organic;2025-01-31;150
49;sms;2025-03-02;80
49;push;2025-04-01;0
49;social;2025-05-01;100
49;email;2025-05-31;100
50;email;2025-01-01;0
50;organic;2025-01-31;0
50;email;2025-03-02;0
50;email;2025-04-01;0
50;social;2025-05-01;0
50;sms;2025-05-31;80
51;organic;2025-01-01;0
51;push;2025-01-31;80
51;sms;2025-03-02;150
51;email;2025-04-01;0
51;social;2025-05-01;100
51;social;2025-05-31;0
52;email;2025-01-01;50
52;email;2025-01-31;200
52;sms;2025-03-02;200
52;social;2025-04-01;100
52;organic;2025-05-01;0
52;email;2025-05-31;200
53;sms;2025-01-01;0
53;sms;2025-01-31;100
53;email;2025-03-02;0
53;social;2025-04-01;50
53;sms;2025-05-01;100
53;sms;2025-05-31;80
54;sms;2025-01-01;0
54;social;2025-01-31;200
54;organic;2025-03-02;0
54;email;2025-04-01;0
54;email;2025-05-01;150
54;sms;2025-05-31;50
55;sms;2025-01-01;0
55;email;2025-01-31;0
55;sms;2025-03-02;80
55;organic;2025-04-01;80
55;social;2025-05-01;80
55;organic;2025-05-31;0
56;sms;2025-01-01;0
56;organic;2025-01-31;150
56;push;2025-03-02;50
56;sms;2025-04-01;0
56;sms;2025-05-01;50
56;sms;2025-05-31;150
57;email;2025-01-01;0
57;push;2025-01-31;100
57;sms;2025-03-02;200
57;sms;2025-04-01;150
57;organic;2025-05-01;200
57;organic;2025-05-31;200
58;organic;2025-01-01;150
58;social;2025-01-31;80
58;sms;2025-03-02;0
58;push;2025-04-01;0
58;social;2025-05-01;80
58;push;2025-05-31;200
59;sms;2025-01-01;50
59;social;2025-01-31;100
59;social;2025-03-02;200
59;email;2025-04-01;80
59;sms;2025-05-01;0
59;social;2025-05-31;0
60;organic;2025-01-01;200
60;email;2025-01-31;0
60;push;2025-03-02;150
60;social;2025-04-01;150
60;organic;2025-05-01;100
60;email;2025-05-31;0
61;sms;2025-01-01;150
61;organic;2025-01-31;50
61;email;2025-03-02;200
61;sms;2025-04-01;200
61;push;2025-05-01;0
61;email;2025-05-31;150
62;social;2025-01-01;0
62;email;2025-01-31;50
62;sms;2025-03-02;80
62;email;2025-04-01;50
62;organic;2025-05-01;50
62;organic;2025-05-31;0
63;social;2025-01-01;50
63;social;2025-01-31;50
63;social;2025-03-02;150
63;sms;2025-04-01;0
63;email;2025-05-01;80
63;push;2025-05-31;100
64;social;2025-01-01;150
64;social;2025-01-31;50
64;sms;2025-03-02;80
64;social;2025-04-01;0
64;push;2025-05-01;80
64;organic;2025-05-31;0
65;email;2025-01-01;100
65;push;2025-01-31;0
65;push;2025-03-02;0
65;social;2025-04-01;200
65;social;2025-05-01;0
65;sms;2025-05-31;100
66;sms;2025-01-01;0
66;organic;2025-01-31;80
66;email;2025-03-02;150
66;social;2025-04-01;80
66;organic;2025-05-01;0
66;email;2025-05-31;50
67;push;2025-01-01;150
67;social;2025-01-31;0
67;email;2025-03-02;0
67;email;2025-04-01;0
67;organic;2025-05-01;100
67;organic;2025-05-31;0
68;sms;2025-01-01;0
68;organic;2025-01-31;0
68;push;2025-03-02;0
68;email;2025-04-01;150
68;organic;2025-05-01;0
68;sms;2025-05-31;100
69;social;2025-01-01;80
69;push;2025-01-31;80
69;social;2025-03-02;0
69;email;2025-04-01;0
69;organic;2025-05-01;0
69;sms;2025-05-31;150
70;organic;2025-01-01;100
70;social;2025-01-31;0
70;organic;2025-03-02;50
70;organic;2025-04-01;0
70;social;2025-05-01;150
70;email;2025-05-31;0
71;social;2025-01-01;0
71;sms;2025-01-31;0
71;email;2025-03-02;50
71;push;2025-04-01;150
71;email;2025-05-01;150
71;email;2025-05-31;0
72;push;2025-01-01;80
72;sms;2025-01-31;0
72;social;2025-03-02;150
72;push;2025-04-01;200
72;push;2025-05-01;0
72;sms;2025-05-31;100
73;email;2025-01-01;200
73;organic;2025-01-31;150
73;push;2025-03-02;200
73;email;2025-04-01;80
73;sms;2025-05-01;100
73;email;2025-05-31;0
74;email;2025-01-01;50
74;social;2025-01-31;0
74;social;2025-03-02;80
74;email;2025-04-01;80
74;organic;2025-05-01;150
74;organic;2025-05-31;0
75;push;2025-01-01;0
75;sms;2025-01-31;80
75;sms;2025-03-02;80
75;social;2025-04-01;0
75;organic;2025-05-01;100
75;sms;2025-05-31;100
76;social;2025-01-01;80
76;social;2025-01-31;50
76;sms;2025-03-02;80
76;social;2025-04-01;0
76;email;2025-05-01;150
76;email;2025-05-31;0
77;push;2025-01-01;50
77;email;2025-01-31;0
77;email;2025-03-02;100
77;push;2025-04-01;150
77;push;2025-05-01;150
77;sms;2025-05-31;0
78;social;2025-01-01;0
78;organic;2025-01-31;100
78;email;2025-03-02;0
78;push;2025-04-01;0
78;social;2025-05-01;200
78;email;2025-05-31;80
79;organic;2025-01-01;50
79;email;2025-01-31;150
79;sms;2025-03-02;0
79;organic;2025-04-01;80
79;organic;2025-05-01;0
79;push;2025-05-31;80
80;sms;2025-01-01;0
80;social;2025-01-31;100
80;sms;2025-03-02;80
80;social;2025-04-01;80
80;email;2025-05-01;150
80;sms;2025-05-31;0
81;sms;2025-01-01;200
81;organic;2025-01-31;150
81;sms;2025-03-02;0
81;email;2025-04-01;0
81;email;2025-05-01;100
81;organic;2025-05-31;0
82;organic;2025-01-01;50
82;social;2025-01-31;50
82;organic;2025-03-02;0
82;sms;2025-04-01;200
82;email;2025-05-01;0
82;email;2025-05-31;100
83;social;2025-01-01;0
83;organic;2025-01-31;200
83;email;2025-03-02;80
83;sms;2025-04-01;150
83;sms;2025-05-01;0
83;push;2025-05-31;0
84;social;2025-01-01;0
84;email;2025-01-31;0
84;sms;2025-03-02;150
84;email;2025-04-01;0
84;email;2025-05-01;50
84;push;2025-05-31;100
85;social;2025-01-01;100
85;email;2025-01-31;0
85;push;2025-03-02;100
85;social;2025-04-01;0
85;organic;2025-05-01;0
85;social;2025-05-31;150
86;email;2025-01-01;0
86;sms;2025-01-31;0
86;push;2025-03-02;50
86;sms;2025-04-01;100
86;push;2025-05-01;150
86;email;2025-05-31;0
87;social;2025-01-01;0
87;organic;2025-01-31;200
87;sms;2025-03-02;200
87;email;2025-04-01;0
87;email;2025-05-01;0
87;sms;2025-05-31;150
88;email;2025-01-01;0
88;email;2025-01-31;80
88;social;2025-03-02;0
88;push;2025-04-01;0
88;social;2025-05-01;50
88;push;2025-05-31;100
89;sms;2025-01-01;0
89;organic;2025-01-31;50
89;social;2025-03-02;200
89;organic;2025-04-01;150
89;social;2025-05-01;100
89;organic;2025-05-31;0
90;email;2025-01-01;80
90;sms;2025-01-31;0
90;social;2025-03-02;0
90;email;2025-04-01;0
90;push;2025-05-01;80
90;sms;2025-05-31;0
91;social;2025-01-01;150
91;email;2025-01-31;0
91;organic;2025-03-02;100
91;push;2025-04-01;50
91;sms;2025-05-01;50
91;social;2025-05-31;50
92;sms;2025-01-01;0
92;organic;2025-01-31;200
92;push;2025-03-02;150
92;sms;2025-04-01;0
92;social;2025-05-01;0
92;push;2025-05-31;150
93;sms;2025-01-01;200
93;email;2025-01-31;150
93;email;2025-03-02;100
93;email;2025-04-01;80
93;social;2025-05-01;0
93;organic;2025-05-31;0
94;sms;2025-01-01;80
94;email;2025-01-31;50
94;sms;2025-03-02;0
94;push;2025-04-01;50
94;organic;2025-05-01;0
94;sms;2025-05-31;150
95;email;2025-01-01;100
95;sms;2025-01-31;50
95;social;2025-03-02;150
95;email;2025-04-01;80
95;email;2025-05-01;200
95;push;2025-05-31;0
96;email;2025-01-01;200
96;social;2025-01-31;0
96;sms;2025-03-02;200
96;email;2025-04-01;150
96;sms;2025-05-01;0
96;email;2025-05-31;200
97;sms;2025-01-01;200
97;push;2025-01-31;50
97;social;2025-03-02;80
97;organic;2025-04-01;200
97;email;2025-05-01;100
97;email;2025-05-31;100
98;push;2025-01-01;100
98;organic;2025-01-31;200
98;social;2025-03-02;0
98;organic;2025-04-01;0
98;organic;2025-05-01;0
98;email;2025-05-31;80
99;email;2025-01-01;0
99;sms;2025-01-31;150
99;push;2025-03-02;0
99;organic;2025-04-01;50
99;sms;2025-05-01;80
99;organic;2025-05-31;150
100;social;2025-01-01;0
100;push;2025-01-31;0
100;organic;2025-03-02;0
100;push;2025-04-01;80
100;sms;2025-05-01;0
100;push;2025-05-31;200
101;organic;2025-01-01;50
101;social;2025-01-31;0
101;email;2025-03-02;0
101;social;2025-04-01;200
101;push;2025-05-01;100
101;email;2025-05-31;0
102;email;2025-01-01;50
102;sms;2025-01-31;80
102;organic;2025-03-02;0
102;push;2025-04-01;150
102;email;2025-05-01;200
102;social;2025-05-31;80
103;email;2025-01-01;150
103;organic;2025-01-31;150
103;email;2025-03-02;200
103;email;2025-04-01;80
103;organic;2025-05-01;80
103;email;2025-05-31;50
104;email;2025-01-01;0
104;push;2025-01-31;0
104;social;2025-03-02;50
104;sms;2025-04-01;0
104;push;2025-05-01;0
104;email;2025-05-31;0
105;email;2025-01-01;50
105;push;2025-01-31;0
105;sms;2025-03-02;0
105;organic;2025-04-01;50
105;social;2025-05-01;0
105;sms;2025-05-31;0
106;sms;2025-01-01;0
106;organic;2025-01-31;0
106;push;2025-03-02;50
106;sms;2025-04-01;0
106;organic;2025-05-01;150
106;email;2025-05-31;200
107;email;2025-01-01;50
107;organic;2025-01-31;50
107;organic;2025-03-02;200
107;organic;2025-04-01;100
107;push;2025-05-01;0
107;sms;2025-05-31;0
108;social;2025-01-01;80
108;social;2025-01-31;200
108;email;2025-03-02;0
108;push;2025-04-01;100
108;organic;2025-05-01;0
108;push;2025-05-31;150
109;social;2025-01-01;100
109;push;2025-01-31;80
109;push;2025-03-02;150
109;email;2025-04-01;150
109;email;2025-05-01;100
109;organic;2025-05-31;200
110;sms;2025-01-01;0
110;social;2025-01-31;150
110;social;2025-03-02;200
110;push;2025-04-01;50
110;sms;2025-05-01;200
110;organic;2025-05-31;80
111;organic;2025-01-01;150
111;organic;2025-01-31;150
111;sms;2025-03-02;0
111;social;2025-04-01;150
111;sms;2025-05-01;50
111;sms;2025-05-31;0
112;email;2025-01-01;200
112;social;2025-01-31;200
112;organic;2025-03-02;80
112;social;2025-04-01;200
112;push;2025-05-01;80
112;social;2025-05-31;0
113;social;2025-01-01;0
113;push;2025-01-31;0
113;email;2025-03-02;0
113;email;2025-04-01;150
113;social;2025-05-01;50
113;sms;2025-05-31;0
114;organic;2025-01-01;200
114;email;2025-01-31;150
114;social;2025-03-02;0
114;push;2025-04-01;200
114;social;2025-05-01;100
114;social;2025-05-31;0
115;organic;2025-01-01;150
115;social;2025-01-31;200
115;email;2025-03-02;200
115;push;2025-04-01;100
115;email;2025-05-01;50
115;sms;2025-05-31;100
116;push;2025-01-01;50
116;push;2025-01-31;200
116;social;2025-03-02;80
116;push;2025-04-01;150
116;organic;2025-05-01;100
116;email;2025-05-31;0
117;social;2025-01-01;50
117;social;2025-01-31;100
117;organic;2025-03-02;200
117;push;2025-04-01;0
117;organic;2025-05-01;150
117;social;2025-05-31;0
118;organic;2025-01-01;0
118;organic;2025-01-31;200
118;social;2025-03-02;0
118;social;2025-04-01;150
118;push;2025-05-01;0
118;organic;2025-05-31;100
119;social;2025-01-01;80
119;sms;2025-01-31;50
119;social;2025-03-02;50
119;organic;2025-04-01;0
119;sms;2025-05-01;150
119;social;2025-05-31;80
120;push;2025-01-01;150
120;sms;2025-01-31;80
120;push;2025-03-02;80
120;organic;2025-04-01;0
120;social;2025-05-01;0
120;social;2025-05-31;200
121;social;2025-01-01;80
121;social;2025-01-31;0
121;sms;2025-03-02;0
121;organic;2025-04-01;0
121;push;2025-05-01;100
121;organic;2025-05-31;0
122;social;2025-01-01;50
122;push;2025-01-31;50
122;organic;2025-03-02;80
122;social;2025-04-01;150
122;sms;2025-05-01;0
122;sms;2025-05-31;150
123;sms;2025-01-01;80
123;sms;2025-01-31;0
123;sms;2025-03-02;150
123;push;2025-04-01;150
123;email;2025-05-01;0
123;sms;2025-05-31;100
124;push;2025-01-01;200
124;push;2025-01-31;50
124;push;2025-03-02;50
124;push;2025-04-01;50
124;email;2025-05-01;200
124;email;2025-05-31;50
125;email;2025-01-01;150
125;push;2025-01-31;200
125;push;2025-03-02;200
125;push;2025-04-01;0
125;social;2025-05-01;0
125;organic;2025-05-31;100
126;email;2025-01-01;0
126;push;2025-01-31;0
126;sms;2025-03-02;150
126;organic;2025-04-01;0
126;sms;2025-05-01;0
126;sms;2025-05-31;100
127;social;2025-01-01;200
127;sms;2025-01-31;200
127;organic;2025-03-02;200
127;sms;2025-04-01;80
127;email;2025-05-01;150
127;social;2025-05-31;150
128;sms;2025-01-01;0
128;sms;2025-01-31;200
128;organic;2025-03-02;80
128;push;2025-04-01;0
128;organic;2025-05-01;100
128;push;2025-05-31;100
129;sms;2025-01-01;0
129;push;2025-01-31;150
129;sms;2025-03-02;200
129;sms;2025-04-01;0
129;push;2025-05-01;0
129;organic;2025-05-31;0
130;social;2025-01-01;0
130;push;2025-01-31;100
130;sms;2025-03-02;0
130;sms;2025-04-01;200
130;organic;2025-05-01;50
130;social;2025-05-31;0
131;email;2025-01-01;80
131;organic;2025-01-31;150
131;push;2025-03-02;80
131;social;2025-04-01;50
131;organic;2025-05-01;50
131;email;2025-05-31;100
132;email;2025-01-01;80
132;social;2025-01-31;100
132;sms;2025-03-02;50
132;social;2025-04-01;0
132;push;2025-05-01;200
132;sms;2025-05-31;50
133;push;2025-01-01;0
133;social;2025-01-31;0
133;sms;2025-03-02;150
133;social;2025-04-01;0
133;social;2025-05-01;50
133;sms;2025-05-31;0
134;sms;2025-01-01;50
134;social;2025-01-31;200
134;push;2025-03-02;200
134;sms;2025-04-01;0
134;organic;2025-05-01;100
134;organic;2025-05-31;0
135;organic;2025-01-01;200
135;push;2025-01-31;80
135;email;2025-03-02;200
135;sms;2025-04-01;100
135;sms;2025-05-01;50
135;organic;2025-05-31;200
136;organic;2025-01-01;150
136;sms;2025-01-31;80
136;organic;2025-03-02;80
136;email;2025-04-01;0
136;sms;2025-05-01;0
136;push;2025-05-31;150
137;organic;2025-01-01;0
137;sms;2025-01-31;100
137;social;2025-03-02;200
137;sms;2025-04-01;0
137;social;2025-05-01;0
137;sms;2025-05-31;50
138;social;2025-01-01;0
138;push;2025-01-31;100
138;email;2025-03-02;0
138;sms;2025-04-01;200
138;organic;2025-05-01;0
138;push;2025-05-31;50
139;email;2025-01-01;50
139;sms;2025-01-31;150
139;social;2025-03-02;80
139;social;2025-04-01;0
139;sms;2025-05-01;0
139;email;2025-05-31;0
140;sms;2025-01-01;80
140;sms;2025-01-31;150
140;sms;2025-03-02;200
140;email;2025-04-01;0
140;email;2025-05-01;0
140;push;2025-05-31;100
141;sms;2025-01-01;80
141;email;2025-01-31;80
141;organic;2025-03-02;50
141;sms;2025-04-01;200
141;sms;2025-05-01;100
141;social;2025-05-31;0
142;email;2025-01-01;100
142;social;2025-01-31;50
142;email;2025-03-02;0
142;social;2025-04-01;0
142;email;2025-05-01;50
142;social;2025-05-31;0
143;push;2025-01-01;80
143;social;2025-01-31;100
143;organic;2025-03-02;0
143;sms;2025-04-01;200
143;organic;2025-05-01;0
143;sms;2025-05-31;50
144;sms;2025-01-01;0
144;organic;2025-01-31;0
144;email;2025-03-02;0
144;social;2025-04-01;0
144;push;2025-05-01;200
144;social;2025-05-31;200
145;email;2025-01-01;50
145;email;2025-01-31;0
145;push;2025-03-02;0
145;email;2025-04-01;200
145;email;2025-05-01;200
145;social;2025-05-31;100
146;sms;2025-01-01;0
146;push;2025-01-31;50
146;organic;2025-03-02;150
146;organic;2025-04-01;200
146;organic;2025-05-01;200
146;sms;2025-05-31;0
147;social;2025-01-01;50
147;email;2025-01-31;200
147;push;2025-03-02;150
147;email;2025-04-01;100
147;push;2025-05-01;0
147;sms;2025-05-31;0
148;sms;2025-01-01;200
148;email;2025-01-31;200
148;organic;2025-03-02;0
148;email;2025-04-01;150
148;social;2025-05-01;50
148;push;2025-05-31;0
149;email;2025-01-01;80
149;push;2025-01-31;100
149;organic;2025-03-02;50
149;sms;2025-04-01;150
149;push;2025-05-01;100
149;push;2025-05-31;100
150;email;2025-01-01;80
150;email;2025-01-31;150
150;sms;2025-03-02;80
150;organic;2025-04-01;200
150;social;2025-05-01;0
150;organic;2025-05-31;0
151;push;2025-01-01;50
151;sms;2025-01-31;200
151;organic;2025-03-02;200
151;email;2025-04-01;50
151;push;2025-05-01;100
151;push;2025-05-31;80
152;social;2025-01-01;200
152;social;2025-01-31;0
152;social;2025-03-02;0
152;push;2025-04-01;80
152;push;2025-05-01;100
152;email;2025-05-31;150
153;push;2025-01-01;0
153;social;2025-01-31;0
153;push;2025-03-02;150
153;social;2025-04-01;200
153;social;2025-05-01;0
153;organic;2025-05-31;200
154;organic;2025-01-01;0
154;social;2025-01-31;150
154;email;2025-03-02;80
154;sms;2025-04-01;50
154;social;2025-05-01;50
154;social;2025-05-31;0
155;social;2025-01-01;200
155;social;2025-01-31;50
155;social;2025-03-02;200
155;sms;2025-04-01;50
155;push;2025-05-01;80
155;social;2025-05-31;100
156;sms;2025-01-01;200
156;organic;2025-01-31;100
156;push;2025-03-02;200
156;organic;2025-04-01;0
156;social;2025-05-01;80
156;sms;2025-05-31;0
157;push;2025-01-01;50
157;sms;2025-01-31;0
157;sms;2025-03-02;100
157;sms;2025-04-01;80
157;social;2025-05-01;0
157;email;2025-05-31;80
158;sms;2025-01-01;0
158;push;2025-01-31;50
158;organic;2025-03-02;100
158;push;2025-04-01;100
158;sms;2025-05-01;0
158;sms;2025-05-31;0
159;sms;2025-01-01;0
159;email;2025-01-31;80
159;social;2025-03-02;150
159;social;2025-04-01;80
159;social;2025-05-01;100
159;email;2025-05-31;0
160;sms;2025-01-01;150
160;sms;2025-01-31;0
160;push;2025-03-02;0
160;sms;2025-04-01;0
160;organic;2025-05-01;0
160;sms;2025-05-31;50
161;email;2025-01-01;0
161;organic;2025-01-31;0
161;social;2025-03-02;100
161;push;2025-04-01;0
161;organic;2025-05-01;150
161;push;2025-05-31;80
162;sms;2025-01-01;0
162;social;2025-01-31;0
162;sms;2025-03-02;200
162;push;2025-04-01;0
162;social;2025-05-01;0
162;organic;2025-05-31;0
163;social;2025-01-01;80
163;social;2025-01-31;0
163;email;2025-03-02;100
163;email;2025-04-01;50
163;sms;2025-05-01;0
163;organic;2025-05-31;50
164;sms;2025-01-01;200
164;sms;2025-01-31;100
164;push;2025-03-02;0
164;organic;2025-04-01;0
164;sms;2025-05-01;0
164;email;2025-05-31;50
165;social;2025-01-01;150
165;social;2025-01-31;0
165;push;2025-03-02;0
165;social;2025-04-01;0
165;email;2025-05-01;80
165;email;2025-05-31;50
166;organic;2025-01-01;0
166;push;2025-01-31;0
166;social;2025-03-02;0
166;push;2025-04-01;100
166;social;2025-05-01;100
166;sms;2025-05-31;200
167;organic;2025-01-01;100
167;sms;2025-01-31;50
167;social;2025-03-02;200
167;email;2025-04-01;200
167;social;2025-05-01;100
167;sms;2025-05-31;0
168;organic;2025-01-01;80
168;social;2025-01-31;50
168;push;2025-03-02;50
168;sms;2025-04-01;50
168;push;2025-05-01;50
168;push;2025-05-31;50
169;organic;2025-01-01;0
169;sms;2025-01-31;200
169;email;2025-03-02;80
169;email;2025-04-01;0
169;email;2025-05-01;0
169;email;2025-05-31;0
170;organic;2025-01-01;200
170;sms;2025-01-31;0
170;sms;2025-03-02;0
170;push;2025-04-01;80
170;push;2025-05-01;0
170;push;2025-05-31;150
171;social;2025-01-01;150
171;sms;2025-01-31;150
171;organic;2025-03-02;0
171;push;2025-04-01;0
171;email;2025-05-01;150
171;sms;2025-05-31;0
172;social;2025-01-01;0
172;organic;2025-01-31;0
172;organic;2025-03-02;50
172;social;2025-04-01;0
172;sms;2025-05-01;150
172;organic;2025-05-31;80
173;social;2025-01-01;0
173;push;2025-01-31;0
173;push;2025-03-02;0
173;push;2025-04-01;0
173;social;2025-05-01;80
173;sms;2025-05-31;80
174;push;2025-01-01;50
174;sms;2025-01-31;0
174;sms;2025-03-02;50
174;organic;2025-04-01;0
174;social;2025-05-01;200
